trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint,start_service_area_id,end_service_area_id,start_service_area_radius,end_service_area_radius,continuous_pickup,continuous_drop_off,pickup_booking_rule_id,drop_off_booking_rule_id,start_pickup_dropoff_window,end_pickup_dropoff_window,mean_duration_factor,mean_duration_offset,safe_duration_factor,safe_duration_offset,tts_stop_headsign,min_arrival_time,max_departure_time
t_541189_b_27473_tn_13,16:10:28,16:10:28,2506391,4,,0,0,1604.94361829504,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_13,16:15:00,16:15:00,2506389,5,,0,0,2180.88275218645,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_13,16:17:44,16:17:44,2506386,6,,0,0,2576.67630137966,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_13,16:19:12,16:19:12,2506394,7,,0,0,2790.87750692737,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_13,16:21:00,16:21:00,2506397,8,,0,0,3049.93043318,1,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_14,16:49:00,16:49:00,2506390,1,,0,0,0,1,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_14,16:51:48,16:51:48,2506388,2,,0,0,544.100638987578,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_14,16:55:00,16:55:00,2506393,3,,0,0,1162.98454362915,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_14,16:58:28,16:58:28,2506391,4,,0,0,1604.94361829504,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_14,17:03:00,17:03:00,2506389,5,,0,0,2180.88275218645,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_14,17:05:44,17:05:44,2506386,6,,0,0,2576.67630137966,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_14,17:07:12,17:07:12,2506394,7,,0,0,2790.87750692737,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_14,17:09:00,17:09:00,2506397,8,,0,0,3049.93043318,1,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_15,17:37:00,17:37:00,2506390,1,,0,0,0,1,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_15,17:39:48,17:39:48,2506388,2,,0,0,544.100638987578,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_15,17:43:00,17:43:00,2506393,3,,0,0,1162.98454362915,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_15,17:46:28,17:46:28,2506391,4,,0,0,1604.94361829504,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_15,17:51:00,17:51:00,2506389,5,,0,0,2180.88275218645,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_15,17:53:44,17:53:44,2506386,6,,0,0,2576.67630137966,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_15,17:55:12,17:55:12,2506394,7,,0,0,2790.87750692737,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_15,17:57:00,17:57:00,2506397,8,,0,0,3049.93043318,1,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_16,18:25:00,18:25:00,2506390,1,,0,0,0,1,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_16,18:27:48,18:27:48,2506388,2,,0,0,544.100638987578,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_16,18:31:00,18:31:00,2506393,3,,0,0,1162.98454362915,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_16,18:34:28,18:34:28,2506391,4,,0,0,1604.94361829504,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_16,18:39:00,18:39:00,2506389,5,,0,0,2180.88275218645,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_16,18:41:44,18:41:44,2506386,6,,0,0,2576.67630137966,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_16,18:43:12,18:43:12,2506394,7,,0,0,2790.87750692737,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_16,18:45:00,18:45:00,2506397,8,,0,0,3049.93043318,1,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_17,19:13:00,19:13:00,2506390,1,,0,0,0,1,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_17,19:15:48,19:15:48,2506388,2,,0,0,544.100638987578,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_17,19:19:00,19:19:00,2506393,3,,0,0,1162.98454362915,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_17,19:22:28,19:22:28,2506391,4,,0,0,1604.94361829504,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_17,19:27:00,19:27:00,2506389,5,,0,0,2180.88275218645,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_17,19:29:44,19:29:44,2506386,6,,0,0,2576.67630137966,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_17,19:31:12,19:31:12,2506394,7,,0,0,2790.87750692737,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_17,19:33:00,19:33:00,2506397,8,,0,0,3049.93043318,1,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_18,20:01:00,20:01:00,2506390,1,,0,0,0,1,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_18,20:03:48,20:03:48,2506388,2,,0,0,544.100638987578,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_18,20:07:00,20:07:00,2506393,3,,0,0,1162.98454362915,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_18,20:10:28,20:10:28,2506391,4,,0,0,1604.94361829504,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_18,20:15:00,20:15:00,2506389,5,,0,0,2180.88275218645,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_18,20:17:44,20:17:44,2506386,6,,0,0,2576.67630137966,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_18,20:19:12,20:19:12,2506394,7,,0,0,2790.87750692737,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_18,20:21:00,20:21:00,2506397,8,,0,0,3049.93043318,1,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_19,20:49:00,20:49:00,2506390,1,,0,0,0,1,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_19,20:51:48,20:51:48,2506388,2,,0,0,544.100638987578,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_19,20:55:00,20:55:00,2506393,3,,0,0,1162.98454362915,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_19,20:58:28,20:58:28,2506391,4,,0,0,1604.94361829504,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_19,21:03:00,21:03:00,2506389,5,,0,0,2180.88275218645,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_19,21:05:44,21:05:44,2506386,6,,0,0,2576.67630137966,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_19,21:07:12,21:07:12,2506394,7,,0,0,2790.87750692737,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_19,21:09:00,21:09:00,2506397,8,,0,0,3049.93043318,1,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_2,07:13:00,07:13:00,2506390,1,,0,0,0,1,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_2,07:15:48,07:15:48,2506388,2,,0,0,544.100638987578,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_2,07:19:00,07:19:00,2506393,3,,0,0,1162.98454362915,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_2,07:22:28,07:22:28,2506391,4,,0,0,1604.94361829504,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_2,07:27:00,07:27:00,2506389,5,,0,0,2180.88275218645,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_2,07:29:44,07:29:44,2506386,6,,0,0,2576.67630137966,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_2,07:31:12,07:31:12,2506394,7,,0,0,2790.87750692737,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_2,07:33:00,07:33:00,2506397,8,,0,0,3049.93043318,1,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_20,21:37:00,21:37:00,2506390,1,,0,0,0,1,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_20,21:39:48,21:39:48,2506388,2,,0,0,544.100638987578,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_20,21:43:00,21:43:00,2506393,3,,0,0,1162.98454362915,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_20,21:46:28,21:46:28,2506391,4,,0,0,1604.94361829504,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_20,21:51:00,21:51:00,2506389,5,,0,0,2180.88275218645,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_20,21:53:44,21:53:44,2506386,6,,0,0,2576.67630137966,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_20,21:55:12,21:55:12,2506394,7,,0,0,2790.87750692737,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_20,21:57:00,21:57:00,2506397,8,,0,0,3049.93043318,1,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_21,22:25:00,22:25:00,2506390,1,,0,0,0,1,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_21,22:27:48,22:27:48,2506388,2,,0,0,544.100638987578,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_21,22:31:00,22:31:00,2506393,3,,0,0,1162.98454362915,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_21,22:34:28,22:34:28,2506391,4,,0,0,1604.94361829504,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_21,22:39:00,22:39:00,2506389,5,,0,0,2180.88275218645,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_21,22:41:44,22:41:44,2506386,6,,0,0,2576.67630137966,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_21,22:43:12,22:43:12,2506394,7,,0,0,2790.87750692737,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_21,22:45:00,22:45:00,2506397,8,,0,0,3049.93043318,1,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_22,23:13:00,23:13:00,2506390,1,,0,0,0,1,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_22,23:15:48,23:15:48,2506388,2,,0,0,544.100638987578,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_22,23:19:00,23:19:00,2506393,3,,0,0,1162.98454362915,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_22,23:22:28,23:22:28,2506391,4,,0,0,1604.94361829504,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_22,23:27:00,23:27:00,2506389,5,,0,0,2180.88275218645,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_22,23:29:44,23:29:44,2506386,6,,0,0,2576.67630137966,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_22,23:31:12,23:31:12,2506394,7,,0,0,2790.87750692737,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_22,23:33:00,23:33:00,2506397,8,,0,0,3049.93043318,1,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_3,08:01:00,08:01:00,2506390,1,,0,0,0,1,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_3,08:03:48,08:03:48,2506388,2,,0,0,544.100638987578,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_3,08:07:00,08:07:00,2506393,3,,0,0,1162.98454362915,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_3,08:10:28,08:10:28,2506391,4,,0,0,1604.94361829504,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_3,08:15:00,08:15:00,2506389,5,,0,0,2180.88275218645,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_3,08:17:44,08:17:44,2506386,6,,0,0,2576.67630137966,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_3,08:19:12,08:19:12,2506394,7,,0,0,2790.87750692737,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_3,08:21:00,08:21:00,2506397,8,,0,0,3049.93043318,1,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_4,08:49:00,08:49:00,2506390,1,,0,0,0,1,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_4,08:51:48,08:51:48,2506388,2,,0,0,544.100638987578,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_4,08:55:00,08:55:00,2506393,3,,0,0,1162.98454362915,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_4,08:58:28,08:58:28,2506391,4,,0,0,1604.94361829504,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_4,09:03:00,09:03:00,2506389,5,,0,0,2180.88275218645,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_4,09:05:44,09:05:44,2506386,6,,0,0,2576.67630137966,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_4,09:07:12,09:07:12,2506394,7,,0,0,2790.87750692737,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_4,09:09:00,09:09:00,2506397,8,,0,0,3049.93043318,1,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_5,09:37:00,09:37:00,2506390,1,,0,0,0,1,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_5,09:39:48,09:39:48,2506388,2,,0,0,544.100638987578,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_5,09:43:00,09:43:00,2506393,3,,0,0,1162.98454362915,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_5,09:46:28,09:46:28,2506391,4,,0,0,1604.94361829504,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_5,09:51:00,09:51:00,2506389,5,,0,0,2180.88275218645,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_5,09:53:44,09:53:44,2506386,6,,0,0,2576.67630137966,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_5,09:55:12,09:55:12,2506394,7,,0,0,2790.87750692737,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_5,09:57:00,09:57:00,2506397,8,,0,0,3049.93043318,1,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_6,10:25:00,10:25:00,2506390,1,,0,0,0,1,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_6,10:27:48,10:27:48,2506388,2,,0,0,544.100638987578,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_6,10:31:00,10:31:00,2506393,3,,0,0,1162.98454362915,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_6,10:34:28,10:34:28,2506391,4,,0,0,1604.94361829504,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_6,10:39:00,10:39:00,2506389,5,,0,0,2180.88275218645,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_6,10:41:44,10:41:44,2506386,6,,0,0,2576.67630137966,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_6,10:43:12,10:43:12,2506394,7,,0,0,2790.87750692737,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_6,10:45:00,10:45:00,2506397,8,,0,0,3049.93043318,1,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_7,11:13:00,11:13:00,2506390,1,,0,0,0,1,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_7,11:15:48,11:15:48,2506388,2,,0,0,544.100638987578,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_7,11:19:00,11:19:00,2506393,3,,0,0,1162.98454362915,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_7,11:22:28,11:22:28,2506391,4,,0,0,1604.94361829504,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_7,11:27:00,11:27:00,2506389,5,,0,0,2180.88275218645,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_7,11:29:44,11:29:44,2506386,6,,0,0,2576.67630137966,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_7,11:31:12,11:31:12,2506394,7,,0,0,2790.87750692737,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_7,11:33:00,11:33:00,2506397,8,,0,0,3049.93043318,1,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_8,12:01:00,12:01:00,2506390,1,,0,0,0,1,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_8,12:03:48,12:03:48,2506388,2,,0,0,544.100638987578,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_8,12:07:00,12:07:00,2506393,3,,0,0,1162.98454362915,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_8,12:10:28,12:10:28,2506391,4,,0,0,1604.94361829504,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_8,12:15:00,12:15:00,2506389,5,,0,0,2180.88275218645,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_8,12:17:44,12:17:44,2506386,6,,0,0,2576.67630137966,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_8,12:19:12,12:19:12,2506394,7,,0,0,2790.87750692737,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_8,12:21:00,12:21:00,2506397,8,,0,0,3049.93043318,1,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_9,12:49:00,12:49:00,2506390,1,,0,0,0,1,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_9,12:51:48,12:51:48,2506388,2,,0,0,544.100638987578,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_9,12:55:00,12:55:00,2506393,3,,0,0,1162.98454362915,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_9,12:58:28,12:58:28,2506391,4,,0,0,1604.94361829504,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_9,13:03:00,13:03:00,2506389,5,,0,0,2180.88275218645,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_9,13:05:44,13:05:44,2506386,6,,0,0,2576.67630137966,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_9,13:07:12,13:07:12,2506394,7,,0,0,2790.87750692737,0,,,,,1,1,,,,,,,,,,,
t_541189_b_27473_tn_9,13:09:00,13:09:00,2506397,8,,0,0,3049.93043318,1,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_1,06:01:00,06:01:00,2506397,1,,0,0,0,1,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_1,06:03:03,06:03:03,2506396,2,,0,0,279.928262414733,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_1,06:04:06,06:04:06,2506395,3,,0,0,420.7899799224,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_1,06:07:00,06:07:00,2506392,4,,0,0,813.485187187039,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_1,06:11:19,06:11:19,2506387,5,,0,0,1392.13918347522,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_1,06:15:00,06:15:00,2506400,6,,0,0,1882.22968217048,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_1,06:17:39,06:17:39,2506398,7,,0,0,2501.91399835375,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_1,06:20:00,06:20:00,2506399,8,,0,0,3046.73929464,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_10,13:13:00,13:13:00,2506397,1,,0,0,0,1,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_10,13:15:03,13:15:03,2506396,2,,0,0,279.928262414733,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_10,13:16:06,13:16:06,2506395,3,,0,0,420.7899799224,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_10,13:19:00,13:19:00,2506392,4,,0,0,813.485187187039,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_10,13:23:19,13:23:19,2506387,5,,0,0,1392.13918347522,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_10,13:27:00,13:27:00,2506400,6,,0,0,1882.22968217048,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_10,13:29:39,13:29:39,2506398,7,,0,0,2501.91399835375,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_10,13:32:00,13:32:00,2506399,8,,0,0,3046.73929464,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_11,14:01:00,14:01:00,2506397,1,,0,0,0,1,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_11,14:03:03,14:03:03,2506396,2,,0,0,279.928262414733,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_11,14:04:06,14:04:06,2506395,3,,0,0,420.7899799224,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_11,14:07:00,14:07:00,2506392,4,,0,0,813.485187187039,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_11,14:11:19,14:11:19,2506387,5,,0,0,1392.13918347522,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_11,14:15:00,14:15:00,2506400,6,,0,0,1882.22968217048,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_11,14:17:39,14:17:39,2506398,7,,0,0,2501.91399835375,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_11,14:20:00,14:20:00,2506399,8,,0,0,3046.73929464,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_12,14:49:00,14:49:00,2506397,1,,0,0,0,1,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_12,14:51:03,14:51:03,2506396,2,,0,0,279.928262414733,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_12,14:52:06,14:52:06,2506395,3,,0,0,420.7899799224,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_12,14:55:00,14:55:00,2506392,4,,0,0,813.485187187039,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_12,14:59:19,14:59:19,2506387,5,,0,0,1392.13918347522,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_12,15:03:00,15:03:00,2506400,6,,0,0,1882.22968217048,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_12,15:05:39,15:05:39,2506398,7,,0,0,2501.91399835375,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_12,15:08:00,15:08:00,2506399,8,,0,0,3046.73929464,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_13,15:37:00,15:37:00,2506397,1,,0,0,0,1,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_13,15:39:03,15:39:03,2506396,2,,0,0,279.928262414733,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_13,15:40:06,15:40:06,2506395,3,,0,0,420.7899799224,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_13,15:43:00,15:43:00,2506392,4,,0,0,813.485187187039,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_13,15:47:19,15:47:19,2506387,5,,0,0,1392.13918347522,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_13,15:51:00,15:51:00,2506400,6,,0,0,1882.22968217048,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_13,15:53:39,15:53:39,2506398,7,,0,0,2501.91399835375,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_13,15:56:00,15:56:00,2506399,8,,0,0,3046.73929464,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_14,16:25:00,16:25:00,2506397,1,,0,0,0,1,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_14,16:27:03,16:27:03,2506396,2,,0,0,279.928262414733,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_14,16:28:06,16:28:06,2506395,3,,0,0,420.7899799224,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_14,16:31:00,16:31:00,2506392,4,,0,0,813.485187187039,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_14,16:35:19,16:35:19,2506387,5,,0,0,1392.13918347522,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_14,16:39:00,16:39:00,2506400,6,,0,0,1882.22968217048,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_14,16:41:39,16:41:39,2506398,7,,0,0,2501.91399835375,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_14,16:44:00,16:44:00,2506399,8,,0,0,3046.73929464,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_15,17:13:00,17:13:00,2506397,1,,0,0,0,1,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_15,17:15:03,17:15:03,2506396,2,,0,0,279.928262414733,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_15,17:16:06,17:16:06,2506395,3,,0,0,420.7899799224,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_15,17:19:00,17:19:00,2506392,4,,0,0,813.485187187039,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_15,17:23:19,17:23:19,2506387,5,,0,0,1392.13918347522,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_15,17:27:00,17:27:00,2506400,6,,0,0,1882.22968217048,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_15,17:29:39,17:29:39,2506398,7,,0,0,2501.91399835375,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_15,17:32:00,17:32:00,2506399,8,,0,0,3046.73929464,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_16,18:01:00,18:01:00,2506397,1,,0,0,0,1,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_16,18:03:03,18:03:03,2506396,2,,0,0,279.928262414733,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_16,18:04:06,18:04:06,2506395,3,,0,0,420.7899799224,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_16,18:07:00,18:07:00,2506392,4,,0,0,813.485187187039,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_16,18:11:19,18:11:19,2506387,5,,0,0,1392.13918347522,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_16,18:15:00,18:15:00,2506400,6,,0,0,1882.22968217048,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_16,18:17:39,18:17:39,2506398,7,,0,0,2501.91399835375,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_16,18:20:00,18:20:00,2506399,8,,0,0,3046.73929464,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_17,18:49:00,18:49:00,2506397,1,,0,0,0,1,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_17,18:51:03,18:51:03,2506396,2,,0,0,279.928262414733,0,,,,,1,1,,,,,,,,,,,
t_541190_b_27473_tn_17,18:52:06,18:52:06,2506395,3,,0,0,420.7899799224,0,,,,,1,1,,,,,,,,,,,
