trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,shape_id,wheelchair_accessible,bikes_allowed,block_id,block_name
0830 - Copy_Jan  2 2019  1:32:29:773PM_2_20190114_99991231_20190114_99991231,Route 4 - Yellow Line_Route 4 - Yellow Line_Aberdeen Circulator_FFFFEE0B,20190114_99991231_1000000,Loop,,0,4 - Aberdeen Circulator_Jan  4 2019  1:30:07:400PM 141840,,,27636,yellow
0830 - Copy_Jan  2 2019  1:40:58:587PM_2_20190114_99991231_20190114_99991231,Route 4 - Yellow Line_Route 4 - Yellow Line_Aberdeen Circulator_FFFFEE0B,20190114_99991231_1000000,Loop,,0,4 - Aberdeen Circulator_Jan  4 2019  1:30:07:400PM 141840,,,27636,yellow
0830 - Copy_Jan  2 2019  1:41:35:833PM_2_20190114_99991231_20190114_99991231,Route 4 - Yellow Line_Route 4 - Yellow Line_Aberdeen Circulator_FFFFEE0B,20190114_99991231_1000000,Loop,,0,4 - Aberdeen Circulator_Jan  4 2019  1:30:07:400PM 141840,,,27636,yellow
0830 - Copy_Jan  2 2019  1:42:02:510PM_2_20190114_99991231_20190114_99991231,Route 4 - Yellow Line_Route 4 - Yellow Line_Aberdeen Circulator_FFFFEE0B,20190114_99991231_1000000,Loop,,0,4 - Aberdeen Circulator_Jan  4 2019  1:30:07:400PM 141840,,,27636,yellow
1540_2_20190114_99991231_20190114_99991231,Route 4 - Yellow Line_Route 4 - Yellow Line_Aberdeen Circulator_FFFFEE0B,20190114_99991231_1000000,Loop,,0,4 - Train Station to Food Park 141841,,,27636,yellow
0600_Jan  2 2019  2:39:15:270PM_2_20190114_99991231_20190114_99991231,Route 5 - Teal Line_Route 5 - Teal Line_Aberdeen to Perryville_FF2E94B5,20190114_99991231_1000000,Loop,,1,5 - Train Station to Train Station_Jan  4 2019  1:07:07:153PM 141842,,,27638,teal
0600 - Copy_Jan  2 2019  2:40:52:067PM_2_20190114_99991231_20190114_99991231,Route 5 - Teal Line_Route 5 - Teal Line_Aberdeen to Perryville_FF2E94B5,20190114_99991231_1000000,Loop,,1,5 - Train Station to Train Station_Jan  4 2019  1:07:07:153PM 141842,,,27638,teal
0600 - Copy (2)_Jan  2 2019  2:40:52:087PM_2_20190114_99991231_20190114_99991231,Route 5 - Teal Line_Route 5 - Teal Line_Aberdeen to Perryville_FF2E94B5,20190114_99991231_1000000,Loop,,1,5 - Train Station to Train Station_Jan  4 2019  1:07:07:153PM 141842,,,27638,teal
0600 - Copy_Jan  2 2019  2:41:41:383PM_2_20190114_99991231_20190114_99991231,Route 5 - Teal Line_Route 5 - Teal Line_Aberdeen to Perryville_FF2E94B5,20190114_99991231_1000000,Loop,,1,5 - Train Station to Train Station_Jan  4 2019  1:07:07:153PM 141842,,,27638,teal
0600 - Copy_Jan  2 2019  2:42:18:260PM_2_20190114_99991231_20190114_99991231,Route 5 - Teal Line_Route 5 - Teal Line_Aberdeen to Perryville_FF2E94B5,20190114_99991231_1000000,Loop,,1,5 - Train Station to Train Station_Jan  4 2019  1:07:07:153PM 141842,,,27638,teal
0600 - Copy_Jan  2 2019  2:42:44:657PM_2_20190114_99991231_20190114_99991231,Route 5 - Teal Line_Route 5 - Teal Line_Aberdeen to Perryville_FF2E94B5,20190114_99991231_1000000,Loop,,1,5 - Train Station to Train Station_Jan  4 2019  1:07:07:153PM 141842,,,27638,teal
0600 - Copy (2)_Jan  2 2019  2:42:44:673PM_2_20190114_99991231_20190114_99991231,Route 5 - Teal Line_Route 5 - Teal Line_Aberdeen to Perryville_FF2E94B5,20190114_99991231_1000000,Loop,,1,5 - Train Station to Train Station_Jan  4 2019  1:07:07:153PM 141842,,,27638,teal
0600 - Copy_Jan  2 2019  2:43:20:357PM_2_20190114_99991231_20190114_99991231,Route 5 - Teal Line_Route 5 - Teal Line_Aberdeen to Perryville_FF2E94B5,20190114_99991231_1000000,Loop,,1,5 - Train Station to Train Station_Jan  4 2019  1:07:07:153PM 141842,,,27638,teal
1100_2_20190114_99991231_20190114_99991231,Route 5 - Teal Line_Route 5 - Teal Line_Aberdeen to Perryville_FF2E94B5,20190114_99991231_1000000,Loop,,1,5 - Train Station to Train Station Express_Jan  4 2019  1:07:41:027PM 141843,,,27638,teal
1100 - Copy_2_20190114_99991231_20190114_99991231,Route 5 - Teal Line_Route 5 - Teal Line_Aberdeen to Perryville_FF2E94B5,20190114_99991231_1000000,Loop,,1,5 - Train Station to Train Station Express_Jan  4 2019  1:07:41:027PM 141843,,,27638,teal
0900_Jan  4 2019  3:21:13:803PM_2_20190114_99991231_20190114_99991231,Route 6 - Orange Line_Route 6 - Orange Line_Belair Circulator_FFE03210,20190114_99991231_1000000,Loop,,0,6 - Mall to Mall AM_Jan  4 2019  2:14:08:747PM 141844,,,27637,orange
0900 - Copy_Jan  4 2019  3:21:44:073PM_2_20190114_99991231_20190114_99991231,Route 6 - Orange Line_Route 6 - Orange Line_Belair Circulator_FFE03210,20190114_99991231_1000000,Loop,,0,6 - Mall to Mall AM_Jan  4 2019  2:14:08:747PM 141844,,,27637,orange
1200_Jan  4 2019  3:25:46:533PM_2_20190114_99991231_20190114_99991231,Route 6 - Orange Line_Route 6 - Orange Line_Belair Circulator_FFE03210,20190114_99991231_1000000,Loop,,0,Copy of 6 - Mall to Mall AM_Jan  4 2019  2:12:19:973PM 141845,,,27637,orange
1200 - Copy_Jan  4 2019  5:32:26:250PM_2_20190114_99991231_20190114_99991231,Route 6 - Orange Line_Route 6 - Orange Line_Belair Circulator_FFE03210,20190114_99991231_1000000,Loop,,0,Copy of 6 - Mall to Mall AM_Jan  4 2019  2:12:19:973PM 141845,,,27637,orange
1540_Jan  4 2019  3:40:54:627PM_2_20190114_99991231_20190114_99991231,Route 6 - Orange Line_Route 6 - Orange Line_Belair Circulator_FFE03210,20190114_99991231_1000000,Loop,,0,Copy of 6 - Mall to Mall AM_Jan  4 2019  3:30:39:863PM 141846,,,27637,orange
7597503,96830,20190114_99991231_1000000,,"Aberdeen, Riverside, Edgewood",0,red line 1,,,,
7597504,96830,20190114_99991231_1000000,,AM Red 7,0,red line 2,,,,
7597505,96830,20190114_99991231_1000000,Edgewood,Red PM,0,Red PM,,,,
