stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
Lowe's/Extra Space Storage (Constant Friendship Blvd)_Lowe's/Extra Space Storage (Constant Friendship Blvd)_39.459131_-76.317751,,Lowe's/Extra Space Storage (Constant Friendship Blvd),,39.459131,-76.317751,,0,,,
BJ's (Constant Friendship Blvd near circle)_BJ's (Constant Friendship Blvd near circle)_39.455439_-76.318780,,BJ's (Constant Friendship Blvd near circle),,39.455439,-76.31878,,0,,,
WaWa Food Market (3518 Woodsdale Rd)_WaWa Food Market (3518 Woodsdale Rd)_39.466113_-76.311070,,WaWa Food Market (3518 Woodsdale Rd),,39.466113,-76.31107,,0,,,
Woodsdale Senior Housing (Woodsdale Rd & Penny Ln)_Woodsdale Senior Housing (Woodsdale Rd & Penny Ln)_39.459948_-76.306377,,Woodsdale Senior Housing (Woodsdale Rd & Penny Ln),,39.459948,-76.306377,,0,,,
Woodsdale Apts (Woodsdale Rd & Waldon Rd)_Woodsdale Apts (Woodsdale Rd & Waldon Rd)_39.462163_-76.308023,,Woodsdale Apts (Woodsdale Rd & Waldon Rd),,39.462163,-76.308023,,0,,,
Catholic Charities SB (opposite 3001 St. Clair Ln)_Catholic Charities SB (opposite 3001 St. Clair Ln)_39.477795_-76.312248,,Catholic Charities SB (opposite 3001 St. Clair Ln),,39.477795,-76.312248,,0,,,
Emmorton Rd & Holly Wreath Ct_Emmorton Rd & Holly Wreath Ct_39.485875_-76.315865,,Emmorton Rd & Holly Wreath Ct,,39.485875,-76.315865,,0,,,
A.C. Moore (Festival at Bel Air)_A.C. Moore (Festival at Bel Air)_39.495529_-76.325516,,A.C. Moore (Festival at Bel Air),,39.495529,-76.325516,,0,,,
Sonic (1921 Emmorton Rd)_Lorien at Bel Air Northbound_39.503920_-76.327205,,Sonic (1921 Emmorton Rd),Lorien at Bel Air Northbound,39.50392,-76.327205,,0,,,
Walgreens (Pulaski Hwy/US 40 & Paul Martin Dr)_Walgreens (Pulaski Hwy/US 40 & Paul Martin Dr)_39.435366_-76.315440,,Walgreens (Pulaski Hwy/US 40 & Paul Martin Dr),,39.435366,-76.31544,,0,,,
Aldi (1312 Business Center Way)_Aldi (1312 Business Center Way)_39.434615_-76.327128,,Aldi (1312 Business Center Way),,39.434615,-76.327128,,0,,,
Kohl's (SB on RT 24 prior to Trimble Rd )_Kohl's (SB on RT 24 prior to Trimble Rd )_39.417866_-76.308128,,Kohl's (SB on RT 24 prior to Trimble Rd ),,39.417866,-76.308128,,0,,,
Willoughby Beach Rd & Edgewood Rd_Willoughby Beach Rd & Edgewood Rd_39.422092_-76.294596,,Willoughby Beach Rd & Edgewood Rd,,39.422092,-76.294596,,0,,,
Philadelphia Rd/Rt 7 & Harford Town Rd_Philadelphia Rd/Rt 7 & Harford Town Rd_39.469590_-76.269916,,Philadelphia Rd/Rt 7 & Harford Town Rd,,39.46959,-76.269916,,0,,,
ShopRite (Riverside Shopping Center)_ShopRite (Riverside Shopping Center)_39.479890_-76.248939,,ShopRite (Riverside Shopping Center),,39.47989,-76.248939,,0,,,
Riverside Business Park (Mercedes Dr at Sephora Co)_Riverside Business Park (Mercedes Dr at Sephora Co)_39.479051_-76.225068,,Riverside Business Park (Mercedes Dr at Sephora Co),,39.479051,-76.225068,,0,,,
Lorien Riverside (Riverside Pkwy & Belcamp Garth)_Lorien Riverside (Riverside Pkwy & Belcamp Garth)_39.474204_-76.236678,,Lorien Riverside (Riverside Pkwy & Belcamp Garth),,39.474204,-76.236678,,0,,,
Pulaski Hwy/US 40 & Golden Eagle Way_Pulaski Hwy/US 40 & Golden Eagle Way_39.476417_-76.223735,,Pulaski Hwy/US 40 & Golden Eagle Way,,39.476417,-76.223735,,0,,,
Spesutia Rd & Pulaski Hwy/US 40_Spesutia Rd & Pulaski Hwy/US 40_39.483026_-76.209946,,Spesutia Rd & Pulaski Hwy/US 40,,39.483026,-76.209946,,0,,,
VFW Perryman (206 Spesutia Rd)_VFW Perryman (206 Spesutia Rd)_39.478229_-76.206445,,VFW Perryman (206 Spesutia Rd),,39.478229,-76.206445,,0,,,
Spesutia Rd & Perryman Rd_Spesutia Rd & Perryman Rd_39.474541_-76.203204,,Spesutia Rd & Perryman Rd,,39.474541,-76.203204,,0,,,
Perryman Rd & Advantage Ave_Perryman Rd & Advantage Ave_39.478450_-76.198585,,Perryman Rd & Advantage Ave,,39.47845,-76.198585,,0,,,
Perryman Station Senior Apts (1220 Perryman Rd)_Perryman Station Senior Apts (1220 Perryman Rd)_39.485709_-76.191967,,Perryman Station Senior Apts (1220 Perryman Rd),,39.485709,-76.191967,,0,,,
C&S Wholesale Grocers (Old Philadelphia Rd)_C&S Wholesale Grocers (Old Philadelphia Rd)_39.489685_-76.185069,,C&S Wholesale Grocers (Old Philadelphia Rd),,39.489685,-76.185069,,0,,,
Wal-Mart (Pulaski Hwy/US 40)_Wal-Mart (Pulaski Hwy/US 40)_39.496912_-76.176474,,Wal-Mart (Pulaski Hwy/US 40),,39.496912,-76.176474,,0,,,
Lidl_Lidl_39.498609_-76.172210,,Lidl,,39.498609,-76.17221,,0,,,
Sunoco Gas Station (Pulaski Hwy/US 40)_Sunoco Gas Station (Pulaski Hwy/US 40)_39.501045_-76.168646,,Sunoco Gas Station (Pulaski Hwy/US 40),,39.501045,-76.168646,,0,,,
Shell Gas Station (1902 Emmorton Rd/Rt 924)_Shell Gas Station (1902 Emmorton Rd/Rt 924)_39.504113_-76.327470,,Shell Gas Station (1902 Emmorton Rd/Rt 924),,39.504113,-76.32747,,0,,,
Lakeside Business Park (Edgewood Rd & Lakeside Blvd)_Lakeside Business Park (Edgewood Rd & Lakeside Blvd)_39.446312_-76.310339,,Lakeside Business Park (Edgewood Rd & Lakeside Blvd),,39.446312,-76.310339,,0,,,
Macy's Warehouse (Employee Entrance)_Macy's Warehouse (Employee Entrance)_39.446989_-76.320584,,Macy's Warehouse (Employee Entrance),,39.446989,-76.320584,,0,,,
Sam's Deli (2108 Pulaski Hwy/US 40)_Sam's Deli (2108 Pulaski Hwy/US 40)_39.436211_-76.309210,,Sam's Deli (2108 Pulaski Hwy/US 40),,39.436211,-76.30921,,0,,,
7-11 (Pulaski Hwy/US 40)_7-11 (Pulaski Hwy/US 40)_39.501314_-76.168833,,7-11 (Pulaski Hwy/US 40),,39.501314,-76.168833,,0,,,
McDonald's (opposite Walmart on Pulaski Hwy/US 40)_McDonald's (opposite Walmart on Pulaski Hwy/US 40)_39.496465_-76.178226,,McDonald's (opposite Walmart on Pulaski Hwy/US 40),,39.496465,-76.178226,,0,,,
Pulaski Hwy/US 40 & Hickory Technology Dr_Pulaski Hwy/US 40 & Hickory Technology Dr_39.490818_-76.192475,,Pulaski Hwy/US 40 & Hickory Technology Dr,,39.490818,-76.192475,,0,,,
Perryman Rd & Cranberry Rd_Perryman Rd & Cranberry Rd_39.476188_-76.203408,,Perryman Rd & Cranberry Rd,,39.476188,-76.203408,,0,,,
Perryman Rd & Spesutia Rd_Perryman Rd & Spesutia Rd_39.474262_-76.203076,,Perryman Rd & Spesutia Rd,,39.474262,-76.203076,,0,,,
Spesutia Rd & Perrywood Dr_Spesutia Rd & Perrywood Dr_39.478233_-76.206390,,Spesutia Rd & Perrywood Dr,,39.478233,-76.20639,,0,,,
Spesutia Rd & Pulaski Hwy/US 40 (at Graveyard)_Spesutia Rd & Pulaski Hwy/US 40 (at Graveyard)_39.483052_-76.209862,,Spesutia Rd & Pulaski Hwy/US 40 (at Graveyard),,39.483052,-76.209862,,0,,,
Bel Air Auto Auction __39.488782_-76.223357,,Bel Air Auto Auction,,39.488782,-76.223357,,0,,,
7-11 / Cokesbury Rd at Rte. 7 - WB_Cokesbury Rd at Rte. 7- 7/11 Store-Westbound_39.461792_-76.279461,,7-11 / Cokesbury Rd at Rte. 7 - WB,Cokesbury Rd at Rte. 7- 7/11 Store-Westbound,39.461792,-76.279461,,0,,,
Amrein Foods (704 Pulaski Hwy/US 40)_Amrein Foods (704 Pulaski Hwy/US 40)_39.430004_-76.350392,,Amrein Foods (704 Pulaski Hwy/US 40),,39.430004,-76.350392,,0,,,
Redner's Supermarket (Joppatowne Shopping Plaza)_Redner's Supermarket (Joppatowne Shopping Plaza)_39.420264_-76.369804,,Redner's Supermarket (Joppatowne Shopping Plaza),,39.420264,-76.369804,,0,,,
Rumsey Towers (626 Towne Center Dr)_Rumsey Towers (626 Towne Center Dr)_39.411194_-76.357784,,Rumsey Towers (626 Towne Center Dr),,39.411194,-76.357784,,0,,,
Saks Fifth Avenue & Frito-Lay (Guard Shack)_Saks Fifth Avenue & Frito-Lay (Guard Shack)_39.497444_-76.186458,,Saks Fifth Avenue & Frito-Lay (Guard Shack),,39.497444,-76.186458,,0,,,
XPO Logistics (Chelsea Rd)_XPO Logistics (Chelsea Rd)_39.454574_-76.210585,,XPO Logistics (Chelsea Rd),,39.454574,-76.210585,,0,,,
Rite Aid Warehouse (Chelsea Rd)_Rite Aid Warehouse (Chelsea Rd)_39.453419_-76.211738,,Rite Aid Warehouse (Chelsea Rd),,39.453419,-76.211738,,0,,,
Bob's Furniture Warehouse (Chelsea Rd)_Bob's Furniture Warehouse (Chelsea Rd)_39.460815_-76.204600,,Bob's Furniture Warehouse (Chelsea Rd),,39.460815,-76.2046,,0,,,
Sephora Warehouse (Chelsea Rd)_Sephora Warehouse (Chelsea Rd)_39.460752_-76.204666,,Sephora Warehouse (Chelsea Rd),,39.460752,-76.204666,,0,,,
