stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
2496,22496,S FREDERICK AVE & N WESTLAND DR,,39.127892,-77.184926,,,,,,2
2498,22498,S FREDERICK AVE & CENTRAL AVE,,39.130145,-77.186913,,,,,,2
2500,22500,S FREDERICK AVE & DEER PARK DR,,39.132622,-77.189064,,,,,,2
2502,22502,S FREDERICK AVE & DEER PARK DR,,39.133634,-77.189958,,,,,,2
2504,22504,S FREDERICK AVE & EDUCATION BLVD,,39.135853,-77.191902,,,,,,2
2506,22506,S FREDERICK AVE & SUMMIT AVE,,39.138523,-77.194664,,,,,,2
2508,22508,N FREDERICK AVE & BROOKES AVE,,39.143162,-77.200485,,,,,,2
2510,22510,N FREDERICK AVE & CHESTNUT ST,,39.144354,-77.201901,,,,,,2
2512,22512,N FREDERICK AVE & MONTGOMERY AVE,,39.146023,-77.203938,,,,,,2
2514,22514,N FREDERICK AVE & WHETSTONE DR,,39.147534,-77.20577,,,,,,2
2516,22516,N FREDERICK AVE & LAKEFOREST BLVD,,39.149735,-77.208349,,,,,,2
2518,22518,N FREDERICK AVE & LAKEFOREST BLVD,,39.150818,-77.209641,,,,,,2
2526,22526,N FREDERICK AVE & PROFESSIONAL DR,,39.164202,-77.226682,,,,,,2
2528,22528,FREDERICK RD & WHEATFIELD DR,,39.167797,-77.230026,,,,,,2
2530,22530,FREDERICK RD & HIGH POINT DR,,39.169119,-77.234121,,,,,,2
2532,22532,FREDERICK RD & PLUMMER DR,,39.171532,-77.235725,,,,,,2
2534,22534,FREDERICK RD & SCENERY DR,,39.175331,-77.237869,,,,,,2
2536,22536,FREDERICK RD & MAGNOLIA DR,,39.176568,-77.238251,,,,,,2
2538,22538,FREDERICK RD & GUNNERS BRANCH RD,,39.178677,-77.238297,,,,,,2
2540,22540,FREDERICK RD & @20010,,39.184123,-77.238959,,,,,,2
2542,22542,FREDERICK RD & APPLEDOWRE WAY,,39.185316,-77.239439,,,,,,2
2544,22544,FREDERICK RD & GUNNERS DR,,39.187481,-77.240349,,,,,,2
2546,22546,FREDERICK RD & OXBRIDGE DR,,39.190331,-77.2416,,,,,,2
2550,22550,FREDERICK RD & NEELSVILLE CHURCH RD,,39.194333,-77.243437,,,,,,2
2554,22554,FREDERICK RD & W OLD BALTIMORE RD,FREDERICK RD & GREENRIDGE DR,39.216309,-77.253484,,,,,,2
2556,22556,FREDERICK RD & LITTLE SENECA PKWY,,39.223022,-77.260378,,,,,,2
2560,22560,FREDERICK RD & SHAWNEE LN,,39.230019,-77.268387,,,,,,2
2592,22592,FREDERICK RD & SHAWNEE LN,,39.230146,-77.268367,,,,,,2
2594,22594,FREDERICK RD & RUNNING BROOK DR,,39.2253,-77.262878,,,,,,2
2598,22598,FREDERICK RD & GREENBROOK DR,,39.216293,-77.253544,,,,,,2
2602,22602,FREDERICK RD & GERMANTOWN RD,,39.191694,-77.242571,,,,,,2
2604,22604,FREDERICK RD & OXBRIDGE DR,,39.189636,-77.241608,,,,,,2
2606,22606,FREDERICK RD & GUNNERS DR,,39.187542,-77.240667,,,,,,2
2608,22608,FREDERICK RD & APPLEDOWRE WAY,,39.185158,-77.239677,,,,,,2
2610,22610,FREDERICK RD & @20010,,39.184007,-77.239218,,,,,,2
2612,22612,FREDERICK RD & MIDDLEBROOK RD,,39.180307,-77.238629,,,,,,2
2614,22614,FREDERICK RD & ARCHDALE RD,,39.177333,-77.238707,,,,,,2
2616,22616,FREDERICK RD & GUNNERS BRANCH RD,,39.175643,-77.238201,,,,,,2
2618,22618,FREDERICK RD & PLUMMER DR,,39.171914,-77.236337,,,,,,2
2620,22620,FREDERICK RD & HIGH POINT DR,,39.168916,-77.234368,,,,,,2
2622,22622,FREDERICK RD & WHEATFIELD DR,,39.167983,-77.231144,,,,,,2
2624,22624,N FREDERICK AVE & PROFESSIONAL DR,,39.163201,-77.226226,,,,,,2
2632,22632,N FREDERICK AVE & LAKEFOREST BLVD,,39.15057,-77.20964,,,,,,2
2634,22634,N FREDERICK AVE & WHETSTONE DR,,39.147465,-77.206043,,,,,,2
2636,22636,N FREDERICK AVE & MONTGOMERY AVE,,39.145869,-77.204144,,,,,,2
2638,22638,N FREDERICK AVE & MARYLAND AVE,,39.144671,-77.202672,,,,,,2
2640,22640,N FREDERICK AVE & BROOKES AVE,,39.143188,-77.200851,,,,,,2
2642,22642,S FREDERICK AVE & CEDAR AVE,,39.139545,-77.196373,,,,,,2
2644,22644,S FREDERICK AVE & SUMMIT AVE,,39.137337,-77.193695,,,,,,2
2646,22646,S FREDERICK AVE & EDUCATION BLVD,,39.135603,-77.19196,,,,,,2
2648,22648,S FREDERICK AVE & W DEER PARK RD,,39.132286,-77.189178,,,,,,2
2650,22650,S FREDERICK AVE & VIRGINIA DR,,39.130938,-77.187841,,,,,,2
2652,22652,S FREDERICK AVE & ROSEMONT DR,,39.128281,-77.185705,,,,,,2
2654,22654,S FREDERICK AVE & S WESTLAND DR,,39.125636,-77.182524,,,,,,2
2656,22656,S FREDERICK AVE & O'NEILL DR,,39.124111,-77.180184,,,,,,2
2658,22658,FREDERICK RD & SHADY GROVE RD,,39.122133,-77.177273,,,,,,2
2660,22660,FREDERICK RD & REDLAND RD,,39.115144,-77.165731,,,,,,2
2662,22662,FREDERICK RD & WATKINS POND BLVD,,39.111968,-77.161627,,,,,,2
2664,22664,FREDERICK RD & @15,,39.109699,-77.160392,,,,,,2
2666,22666,FREDERICK RD & W GUDE DR,,39.106428,-77.158333,,,,,,2
2668,22668,FREDERICK RD & COLLEGE PKWY,,39.10355,-77.156209,,,,,,2
2670,22670,HUNGERFORD DR & N CAMPUS DR,,39.100468,-77.154808,,,,,,2
2672,22672,HUNGERFORD DR & MANNAKEE ST,,39.096909,-77.153511,,,,,,2
2676,22676,FREDERICK AVE & MOORE DR,,39.094859,-77.146643,,,,,,2
2678,22678,FREDERICK AVE & HORNERS LN,,39.094878,-77.144782,,,,,,2
2680,22680,FREDERICK AVE & HORNERS LN,,39.095142,-77.14447,,,,,,2
2682,22682,FREDERICK AVE & MOORE DR,,39.094933,-77.145897,,,,,,2
2684,22684,FREDERICK AVE & DOUGLAS AVE,,39.095005,-77.147575,,,,,,2
2686,22686,FREDERICK AVE & LENMORE AVE,,39.094799,-77.149246,,,,,,2
2688,22688,FREYMAN DR & MEADOWBROOK LN,,38.995033,-77.060989,,,,,,2
2690,22690,FREYMAN DR & TERRACE DR,,38.996303,-77.05902,,,,,,2
2692,22692,FREYMAN DR & TERRACE DR,,38.996456,-77.059235,,,,,,2
2694,22694,FREYMAN DR & MEADOWBROOK LN,,38.994681,-77.061017,,,,,,2
2696,22696,FRIENDSHIP HEIGHTS STATION & BAY D,,38.961506,-77.085217,,,,,,2
2700,22700,FRIENDSHIP HEIGHTS STATION & BAY F,,38.96162,-77.085439,,,,,,2
2704,22704,GABEL ST & BREEWOOD RD,,39.03318,-77.025085,,,,,,2
2706,22706,GABEL ST & BREEWOOD RD,,39.033206,-77.025227,,,,,,2
2708,22708,GABEL ST & TENBROOK DR,,39.032737,-77.028249,,,,,,2
2710,22710,GAINSBOROUGH RD & SNUG HILL LN,,39.023381,-77.168004,,,,,,2
2712,22712,GAINSBOROUGH RD & SNUG HILL LN,,39.024435,-77.168063,,,,,,2
2714,22714,GAINSBOROUGH RD & WINSOR VIEW DR,,39.027421,-77.168972,,,,,,2
2716,22716,GAINSBOROUGH RD & TYLER TERR,,39.028835,-77.17023,,,,,,2
2718,22718,GAINSBOROUGH RD & BELLS MILL RD,,39.030396,-77.172531,,,,,,2
2720,22720,GAINSBOROUGH RD & HUNTER CREEK TR,,39.031746,-77.173084,,,,,,2
2722,22722,GAINSBOROUGH RD & CANDLELIGHT LN,,39.036048,-77.174096,,,,,,2
2724,22724,GAINSBOROUGH RD & FOX RUN,,39.039665,-77.172523,,,,,,2
2726,22726,GAINSBOROUGH RD & TUCKERMAN LN,,39.040767,-77.172567,,,,,,2
2728,22728,GAINSBOROUGH RD & GEORGETOWNE DR,,39.044041,-77.171379,,,,,,2
2730,22730,GAINSBOROUGH RD & GEORGETOWNE DR,,39.043972,-77.171669,,,,,,2
2732,22732,GAINSBOROUGH RD & TUCKERMAN LN,,39.0414,-77.172947,,,,,,2
2734,22734,GAINSBOROUGH RD & FOX RUN,,39.040046,-77.172652,,,,,,2
2736,22736,GAINSBOROUGH RD & POWDER HORN DR,,39.035629,-77.174216,,,,,,2
2738,22738,GAINSBOROUGH RD & HUNTER CREEK TR,,39.031704,-77.173279,,,,,,2
2740,22740,GAINSBOROUGH RD & BELLS MILL RD,,39.030798,-77.172915,,,,,,2
2742,22742,GAINSBOROUGH RD & TYLER CT,,39.028526,-77.170078,,,,,,2
2744,22744,GAINSBOROUGH RD & WINDSOR VIEW DR,,39.027657,-77.16925,,,,,,2
2746,22746,GAINSBOROUGH RD & SNUG HILL LN,,39.02463,-77.168112,,,,,,2
2750,22750,GAINSBOROUGH RD & DEMOCRACY BLVD,,39.022701,-77.167892,,,,,,2
2751,22751,GAITHER RD & KING FARM BLVD,,39.111993,-77.175102,,,,,,2
2752,22752,GAITHER RD & @2097,,39.116717,-77.181638,,,,,,2
2754,22754,GAITHER RD & @2098,,39.116605,-77.181676,,,,,,2
2755,22755,GAITHER RD & KING FARM BLVD,,39.112587,-77.17569,,,,,,2
2756,22756,GARRETT PARK RD & BEACH DR,,39.041733,-77.087089,,,,,,2
2758,22758,GARRETT PARK RD & BEACH DR,,39.041771,-77.087377,,,,,,2
2790,22790,GEORGIA AVE & RANDOLPH RD,,39.058914,-77.049868,,,,,,2
2792,22792,GEORGIA AVE & NORBECK RD,,39.110637,-77.075589,,,,,,2
2794,22794,GEORGIA AVE & BATCHELLORS FOREST RD,,39.123654,-77.072941,,,,,,2
2796,22796,GEORGIA AVE & EMORY LN,,39.125877,-77.072174,,,,,,2
2798,22798,GEORGIA AVE & EMORY CHURCH RD,,39.130257,-77.070801,,,,,,2
2800,22800,GEORGIA AVE & OLD BALTIMORE RD,,39.135601,-77.069321,,,,,,2
2802,22802,GEORGIA AVE & OLD BALTIMORE RD,,39.137417,-77.06871,,,,,,2
2804,22804,GEORGIA AVE & CHERRY VALLEY DR,,39.138939,-77.068321,,,,,,2
2805,22805,GEORGIA AVE & PRINCE PHILLIP (S) DR,,39.142097,-77.067352,,,,,,2
2806,22806,GEORGIA AVE & PRINCE PHILIP DR,,39.143046,-77.067259,,,,,,2
2808,22808,GEORGIA AVE & KING WILLIAM DR,,39.145852,-77.066884,,,,,,2
2810,22810,GEORGIA AVE & QUEEN MARY DR,,39.148162,-77.066743,,,,,,2
2812,22812,GEORGIA AVE & SPARTAN RD,,39.150174,-77.066679,,,,,,2
2816,22816,GEORGIA AVE & HILLCREST AVE,,39.154389,-77.066757,,,,,,2
2818,22818,GEORGIA AVE & TIDEWATER CT,,39.156269,-77.066391,,,,,,2
2820,22820,GEORGIA AVE & OLNEY-LAYTONSVILLE RD,,39.152762,-77.066963,,,,,,2
2822,22822,GEORGIA AVE & MORNINGWOOD DR,,39.149434,-77.066969,,,,,,2
2824,22824,GEORGIA AVE & QUEEN MARY DR,,39.148559,-77.06704,,,,,,2
2826,22826,GEORGIA AVE & KING WILLIAM DR,,39.145564,-77.067304,,,,,,2
2828,22828,GEORGIA AVE & HINES RD,,39.141056,-77.068031,,,,,,2
2830,22830,GEORGIA AVE & CHERRY VALLEY DR,,39.138789,-77.068693,,,,,,2
2832,22832,GEORGIA AVE & OLD BALTIMORE RD,,39.136672,-77.06937,,,,,,2
2834,22834,GEORGIA AVE & STATION 40 DR,,39.134361,-77.070061,,,,,,2
2836,22836,GEORGIA AVE & SILO INN DR,,39.132309,-77.070684,,,,,,2
2838,22838,GEORGIA AVE & EMORY LN,,39.125804,-77.072691,,,,,,2
2840,22840,GEORGIA AVE & HILLCROFT DR,,39.123528,-77.073482,,,,,,2
2842,22842,GEORGIA AVE & RANDOLPH RD,,39.058563,-77.050335,,,,,,2
2862,22862,GEORGIA AVE & VEIRS MILL RD,,39.037148,-77.050381,,,,,,2
2876,22876,GERMANTOWN RD & ACCENT WAY,,39.168381,-77.279564,,,,,,2
2878,22878,GERMANTOWN RD & DAWSON FARM RD,,39.171747,-77.276782,,,,,,2
2880,22880,GERMANTOWN RD & GERMANTOWN MARC PARK & RIDE,,39.174993,-77.272374,,,,,,2
2884,22884,GERMANTOWN RD & WISTERIA DR,,39.17705,-77.269617,,,,,,2
2886,22886,GERMANTOWN RD & MIDDLEBROOK RD,,39.179074,-77.266607,,,,,,2
2892,22892,GERMANTOWN RD & GOLDENROD LN,,39.188652,-77.251259,,,,,,2
2902,22902,GERMANTOWN RD & CRYSTAL ROCK DR,,39.181007,-77.262986,,,,,,2
2904,22904,GERMANTOWN RD & MIDDLEBROOK RD,,39.178706,-77.267911,,,,,,2
2906,22906,GERMANTOWN RD & WISTERIA DR,,39.176865,-77.270132,,,,,,2
2908,22908,GERMANTOWN RD & BOWMAN MILL DR,,39.175339,-77.272478,,,,,,2
2910,22910,GERMANTOWN RD & DAWSON FARM RD,,39.171182,-77.27787,,,,,,2
2912,22912,GERMANTOWN RD & ACCENT WAY,,39.168934,-77.279607,,,,,,2
2913,22913,GERMANTOWN RD & CLOPPER RD,,39.166748,-77.281021,,,,,,2
2916,22916,GERMANTOWN MARC STATION & PARKING LOT,,39.173503,-77.270558,,,,,,2
2918,22918,GIRARD ST & FEDERAL WAY,,39.142913,-77.18253,,,,,,2
2920,22920,GIRARD ST & GLORIA WAY,,39.144629,-77.18343,,,,,,2
2922,22922,GIRARD ST & VICTORY FARM DR,,39.146348,-77.184688,,,,,,2
2924,22924,GIRARD ST & LARKSPUR WAY,,39.147981,-77.185843,,,,,,2
2926,22926,GIRARD ST & WHETSTONE GLEN ST,,39.150028,-77.18924,,,,,,2
2928,22928,GIRARD ST & GOSHEN RD,,39.150495,-77.190841,,,,,,2
2930,22930,GIRARD ST & GOSHEN RD,,39.150293,-77.190906,,,,,,2
2932,22932,GIRARD ST & GOSHEN RD,,39.150666,-77.192098,,,,,,2
2934,22934,GIRARD ST & GOSHEN RD,,39.150868,-77.192201,,,,,,2
2936,22936,GIRARD ST & FOREST WALK,,39.149764,-77.18907,,,,,,2
2938,22938,GIRARD ST & LARKSPUR WAY,,39.148195,-77.186236,,,,,,2
2940,22940,GIRARD ST & VICTORY FARM DR,,39.14665,-77.185154,,,,,,2
2942,22942,GIRARD ST & FALLBROOK ST,,39.144697,-77.183932,,,,,,2
2944,22944,GIRARD ST & TEACHERS WAY,,39.142857,-77.182785,,,,,,2
2945,22945,GLEN RD & BEDFORDSHIRE AVE,,39.046933,-77.20332,,,,,,2
2946,22946,GLEN RD & BECKET ST,,39.046961,-77.201322,,,,,,2
2948,22948,GLEN RD & AMBLESIDE DR,,39.046997,-77.19893,,,,,,2
2952,22952,GLEN RD & SPLIT TREE RD,,39.046852,-77.193871,,,,,,2
2954,22954,GLEN RD & AMBLESIDE DR,,39.047069,-77.199614,,,,,,2
2956,22956,GLEN RD & BECKET ST,,39.047028,-77.201904,,,,,,2
2957,22957,GLEN RD & BEDFORDSHIRE AVE,,39.047012,-77.203003,,,,,,2
2958,22958,GLEN MILL RD & MARIAN DR,,39.091909,-77.194387,,,,,,2
2960,22960,GLEN MILL RD & MARIAN DR,,39.091529,-77.19452,,,,,,2
2964,22964,GOLD MINE RD & HERITAGE HILLS DR,,39.168598,-77.065281,,,,,,2
2966,22966,MACARTHUR BLVD & GOLDSBORO RD,,38.968529,-77.138581,,,,,,2
2968,22968,GOLDSBORO RD & RANNOCH RD,,38.969439,-77.132735,,,,,,2
2970,22970,GOLDSBORO RD & GOLDLEAF DR,,38.970752,-77.129459,,,,,,2
2972,22972,GOLDSBORO RD & RED WING RD,,38.970954,-77.126054,,,,,,2
2974,22974,GOLDSBORO RD & HAVILAND DR,,38.972295,-77.122695,,,,,,2
2976,22976,GOLDSBORO RD & HAVILAND DR,,38.972533,-77.122662,,,,,,2
2978,22978,GOLDSBORO RD & RED WING RD,,38.971273,-77.125485,,,,,,2
2980,22980,GOLDSBORO RD & GOLDLEAF DR,,38.971106,-77.129085,,,,,,2
2982,22982,GOLDSBORO RD & RANNOCH RD,,38.969474,-77.133267,,,,,,2
2984,22984,GOLDSBORO RD & MACARTHUR BLVD,,38.969314,-77.13804,,,,,,2
2986,22986,GOOD HOPE RD & NEW HAMPSHIRE AVE,,39.095966,-77.001579,,,,,,2
2988,22988,GOOD HOPE RD & GOOD HOPE DR,,39.093821,-76.992906,,,,,,2
2990,22990,GOOD HOPE RD & TWIG RD,,39.096348,-76.987179,,,,,,2
2992,22992,GOOD HOPE RD & SANDY HOLLOW CT,,39.097727,-76.985249,,,,,,2
2994,22994,GOOD HOPE RD & WINDMILL LN,GOOD HOPE RD & WINDMILL LA,39.098923,-76.984261,,,,,,2
2998,22998,GOOD HOPE RD & WINDMILL LN,GOOD HOPE RD & WINDMILL LA,39.099335,-76.984146,,,,,,2
3000,23000,GOOD HOPE RD & SANDY HOLLOW CT,,39.097851,-76.985275,,,,,,2
3002,23002,GOOD HOPE RD & TWIG RD,,39.096573,-76.986824,,,,,,2
3004,23004,GOOD HOPE RD & GOOD HOPE DR,,39.093955,-76.992965,,,,,,2
3006,23006,GREAT FALLS RD & MARYLAND AVE,,39.076844,-77.16256,,,,,,2
3008,23008,GREAT FALLS RD & MONUMENT ST,,39.080536,-77.160805,,,,,,2
3010,23010,GREAT FALLS RD & POTOMAC ST,,39.082374,-77.159338,,,,,,2
3012,23012,GREAT FALLS RD & JEFFERSON ST,,39.083549,-77.157137,,,,,,2
3014,23014,GREAT FALLS RD & MONTGOMERY AVE,,39.083488,-77.157509,,,,,,2
3016,23016,GREAT FALLS RD & WILLIAMS ST,,39.082325,-77.159576,,,,,,2
3018,23018,GREAT FALLS RD & MONUMENT ST,,39.080132,-77.161201,,,,,,2
3020,23020,GREAT FALLS RD & MARYLAND AVE,,39.076568,-77.162865,,,,,,2
3022,23022,GOSHEN RD & FARMINGHAM DR,,39.173757,-77.18932,,,,,,2
3024,23024,GOSHEN RD & TURTLE DOVE TERR,,39.175812,-77.189369,,,,,,2
3026,23026,GOSHEN RD & TRAMS WAY,,39.177289,-77.189445,,,,,,2
3028,23028,GOSHEN RD & BRAMBLE BUSH DR,,39.180893,-77.188812,,,,,,2
3030,23030,GOSHEN RD & SNOUFFER SCHOOL RD,,39.187999,-77.186462,,,,,,2
3032,23032,GOSHEN RD & STEWARTOWN PARK,,39.180293,-77.189276,,,,,,2
3034,23034,GOSHEN RD & STEWARTOWN RD,,39.177204,-77.189573,,,,,,2
3036,23036,GOSHEN RD & SANDY LAKE DR,,39.175873,-77.189632,,,,,,2
3038,23038,GOSHEN RD & FARMINGHAM DR,,39.173329,-77.189488,,,,,,2
3040,23040,GREAT SENECA HWY & MEDICAL CENTER DR,,39.098218,-77.204031,,,,,,2
3042,23042,GREAT SENECA HWY & MUDDY BRANCH RD,,39.110873,-77.218375,,,,,,2
3044,23044,GREAT SENECA HWY & QUINCE ORCHARD RD,,39.129059,-77.238029,,,,,,2
3046,23046,GREAT SENECA HWY & SIOUX LN,,39.131092,-77.240387,,,,,,2
3048,23048,GREAT SENECA HWY & LONGDRAFT RD,,39.133586,-77.245739,,,,,,2
3050,23050,GREAT SENECA HWY & HORN POINT DR,,39.136934,-77.25188,,,,,,2
3052,23052,GREAT SENECA HWY & COTTAGE GARDEN DR,,39.153157,-77.278077,,,,,,2
3056,23056,GREAT SENECA HWY & CLIMBING IVY DR,,39.166706,-77.270229,,,,,,2
3058,23058,GREAT SENECA HWY & GROTTO LN,,39.167666,-77.267646,,,,,,2
3060,23060,GREAT SENECA HWY & GREY EAGLE CT,,39.169766,-77.263557,,,,,,2
3062,23062,GREAT SENECA HWY & WISTERIA DR,,39.171516,-77.262421,,,,,,2
3066,23066,GREAT SENECA HWY & WISTERIA DR,,39.170586,-77.263306,,,,,,2
3068,23068,GREAT SENECA HWY & GREY EAGLE CT,,39.169234,-77.264737,,,,,,2
3070,23070,GREAT SENECA HWY & GROTTO LN,,39.167861,-77.267882,,,,,,2
3072,23072,GREAT SENECA HWY & MATENY RD,,39.164096,-77.273894,,,,,,2
3078,23078,GREAT SENECA HWY & HORN POINT DR,,39.136688,-77.251839,,,,,,2
3080,23080,GREAT SENECA HWY & LONGDRAFT RD,,39.13344,-77.245845,,,,,,2
3082,23082,GREAT SENECA HWY & SIOUX LN,,39.130777,-77.240291,,,,,,2
3084,23084,GREAT SENECA HWY & QUINCE ORCHARD RD,,39.128806,-77.238022,,,,,,2
3086,23086,GREAT SENECA HWY & MEDICAL CENTER DR,,39.098255,-77.204374,,,,,,2
3088,23088,GREENTREE RD & FRIARS RD,,39.003168,-77.131742,,,,,,2
3090,23090,GREENTREE RD & DRUMALDRY DR,,39.002217,-77.129543,,,,,,2
3092,23092,GREENTREE RD & RIDGE PL,,39.001179,-77.125622,,,,,,2
3094,23094,GREENTREE RD & BRADMOOR DR,,39.000933,-77.121006,,,,,,2
3096,23096,GREENTREE RD & ROLSTON RD,,39.001206,-77.118282,,,,,,2
3098,23098,GREENTREE RD & HEMPSTEAD AVE,,39.000946,-77.115936,,,,,,2
3100,23100,GREENTREE RD & GRANT ST,,39.000267,-77.112378,,,,,,2
3102,23102,GREENTREE RD & OLD GEORGETOWN RD,,39.000092,-77.110327,,,,,,2
3106,23106,GREENTREE RD & GRANT RD,,39.000339,-77.112125,,,,,,2
3108,23108,GREENTREE RD & HEMPSTEAD AVE,,39.000942,-77.115524,,,,,,2
3110,23110,GREENTREE RD & ROLSTON RD,,39.001297,-77.118279,,,,,,2
3112,23112,GREENTREE RD & BRADMOOR DR,,39.001041,-77.120865,,,,,,2
3114,23114,GREENTREE RD & RIDGE PL,,39.00132,-77.125291,,,,,,2
3116,23116,GREENTREE RD & DRUMALDRY DR,,39.002339,-77.129586,,,,,,2
3118,23118,GREENTREE RD & FRIARS RD,,39.003995,-77.132447,,,,,,2
3120,23120,GROSVENOR LN & SOUTHPORT DR,,39.022409,-77.122007,,,,,,2
3122,23122,GROSVENOR LN & HURST ST,,39.022444,-77.118978,,,,,,2
3124,23124,GROSVENOR LN & BROAD ST,,39.022511,-77.116081,,,,,,2
3126,23126,GROSVENOR LN & DICKENS AVE,,39.022572,-77.11355,,,,,,2
3128,23128,GROSVENOR LN & FLEMING AVE,,39.022601,-77.111151,,,,,,2
3130,23130,GROSVENOR LN & LAUREATE WAY,,39.022664,-77.108001,,,,,,2
3132,23132,GROSVENOR LN & LAUREATE WAY,,39.022721,-77.107895,,,,,,2
3134,23134,GROSVENOR LN & FLEMING AVE,,39.022716,-77.111487,,,,,,2
3136,23136,GROSVENOR LN & DICKENS AVE,,39.022693,-77.113249,,,,,,2
3138,23138,GROSVENOR LN & BETH HEALTH CENTER,,39.022637,-77.116109,,,,,,2
3140,23140,GROSVENOR LN & HATHERLEIGH DR,,39.022572,-77.118337,,,,,,2
3142,23142,GROSVENOR LN & SOUTHPORT DR,,39.022495,-77.121688,,,,,,2
3144,23144,GROSVENOR PL & GROSVENOR LN,,39.022864,-77.105232,,,,,,2
3146,23146,GROSVENOR PL & @10201,,39.024113,-77.106422,,,,,,2
3148,23148,GROSVENOR PL & @10301,,39.025836,-77.107678,,,,,,2
3150,23150,GROSVENOR PL & GROVE RIDGE WAY,,39.027549,-77.107312,,,,,,2
3152,23152,GROSVENOR PL & @10401,,39.027518,-77.107472,,,,,,2
3154,23154,GROSVENOR PL & ENGLISHMAN DR,,39.02576,-77.107822,,,,,,2
3156,23156,GROSVENOR PL & @10201,,39.024143,-77.106611,,,,,,2
3158,23158,GROSVENOR PL & GROSVENOR LN,,39.022736,-77.105256,,,,,,2
3164,23164,GROSVENOR STATION & BAY G,,39.028663,-77.103047,,,,,,2
3166,23166,GRUBB RD & DONNYBROOK DR,,38.996258,-77.056244,,,,,,2
3168,23168,GRUBB RD & ROSS RD,,38.99513,-77.054427,,,,,,2
3170,23170,GRUBB RD & SPENCER RD,,38.99431,-77.052989,,,,,,2
3172,23172,GRUBB RD & EAST WEST HWY,,38.993487,-77.051612,,,,,,2
3174,23174,GRUBB RD & COLSTON DR,,38.993088,-77.050919,,,,,,2
3176,23176,GRUBB RD & BLAINE DR,,38.992416,-77.049747,,,,,,2
3178,23178,GRUBB RD & WASHINGTON AVE,,38.992465,-77.0496,,,,,,2
3180,23180,GRUBB RD & COLSTON DR,,38.993195,-77.050873,,,,,,2
3182,23182,GRUBB RD & EAST WEST HWY,,38.994049,-77.052252,,,,,,2
3184,23184,GRUBB RD & LYTTONSVILLE RD,,38.995453,-77.054626,,,,,,2
3186,23186,GRUBB RD & DONNYBROOK DR,,38.996441,-77.05632,,,,,,2
3188,23188,E GUDE DR & CRABBS BRANCH WAY,,39.106285,-77.151367,,,,,,2
3189,23189,E GUDE DR & CALHOUN DR,,39.106381,-77.148621,,,,,,2
3190,23190,E GUDE DR & DISPLAY CT,,39.105849,-77.145223,,,,,,2
3192,23192,E GUDE DR & @711,,39.103317,-77.142634,,,,,,2
3194,23194,E GUDE DR & DOVER RD,,39.099758,-77.139503,,,,,,2
3196,23196,E GUDE DR & SOUTHLAWN DR,,39.097361,-77.136094,,,,,,2
3198,23198,E GUDE DR & ROTHGEB DR,,39.095973,-77.134176,,,,,,2
3200,23200,E GUDE DR & ROTHGEB DR,,39.096114,-77.134042,,,,,,2
3202,23202,E GUDE DR & SOUTHLAWN DR,,39.098321,-77.137077,,,,,,2
3204,23204,E GUDE DR & DOVER RD,,39.099711,-77.139104,,,,,,2
3206,23206,E GUDE DR & @700,,39.103931,-77.142807,,,,,,2
3208,23208,E GUDE DR & @600,,39.1059,-77.144903,,,,,,2
3210,23210,E GUDE DR & CALHOUN DR,,39.10659,-77.149582,,,,,,2
3212,23212,HALPINE RD & JEFFERSON ST,,39.060337,-77.126717,,,,,,2
3214,23214,HALPINE RD & ROCKVILLE PIKE,,39.061484,-77.124452,,,,,,2
3216,23216,HALPINE RD & ROCKVILLE PIKE,,39.061942,-77.123563,,,,,,2
3218,23218,HALPINE RD & ROCKVILLE PIKE,,39.062182,-77.123581,,,,,,2
3220,23220,HALPINE RD & ROCKVILLE PIKE,,39.061605,-77.124749,,,,,,2
3222,23222,HALPINE RD & CONGRESSIONAL PLAZA,,39.060767,-77.126336,,,,,,2
3248,23248,HILLANDALE RD & WILLETT PKWY,,38.975183,-77.099279,,,,,,2
3250,23250,HILLANDALE RD & BETHESDA POOL,,38.974076,-77.099768,,,,,,2
3252,23252,HINES RD & SANDY KNOLL DR,,39.139914,-77.090039,,,,,,2
3254,23254,HINES RD & MACDUFF AVE,,39.141212,-77.088585,,,,,,2
3256,23256,HINES RD & MACDUFF AVE,,39.141413,-77.084606,,,,,,2
3258,23258,HINES RD & EVANGALINE LN,,39.141254,-77.082016,,,,,,2
3260,23260,HINES RD & WELLFLEET DR,,39.141351,-77.078396,,,,,,2
3262,23262,HINES RD & LAFAYETTE DR,,39.141777,-77.075104,,,,,,2
3266,23266,HINES RD & WINTER LAUREL DR,,39.14266,-77.069122,,,,,,2
3268,23268,HINES RD & GEORGIA AVE,,39.142761,-77.068417,,,,,,2
3270,23270,HINES RD & MONITOR DR,,39.142753,-77.072358,,,,,,2
3272,23272,HINES RD & LAFAYETTE DR,,39.141894,-77.075128,,,,,,2
3274,23274,HINES RD & WELLFLEET DR,,39.141508,-77.07827,,,,,,2
3276,23276,HINES RD & EVANGALINE LN,,39.141389,-77.081366,,,,,,2
3278,23278,HINES RD & MACDUFF AVE,,39.141525,-77.084934,,,,,,2
3280,23280,HINES RD & MACDUFF AVE,,39.14136,-77.088631,,,,,,2
