service_id,date,exception_type
75567,20190101,2
75567,20190121,2
75567,20190218,2
75567,20190419,2
75567,20190527,2
75567,20190704,2
75567,20190902,2
75567,20191128,2
75567,20191129,2
75567,20191225,2
75567,20200101,2
75567,20200120,2
75566,20190101,2
75566,20190121,2
75566,20190218,2
75566,20190419,2
75566,20190527,2
75566,20190704,2
75566,20190902,2
75566,20191128,2
75566,20191129,2
75566,20191225,2
75566,20200101,2
75566,20200120,2
